Field	Name	STD Offset	Rules	Format	Until	Comment	
Zone	Asia/Colombo	5:30	-	%z			
Zone	Asia/Damascus	2:25:12	-	LMT	1920	 Dimashq	
Zone	Asia/Damascus	2:00	Syria	EE%sT	2022 Oct 28 0:00		
Zone	Asia/Damascus	3:00	-	%z			
Zone	Asia/Dushanbe	4:35:12	-	LMT	1924 May  2		
Zone	Asia/Dushanbe	5:00	-	%z	1930 Jun 21		
Zone	Asia/Dushanbe	6:00	RussiaAsia	%z	1991 Mar 31  2:00s		
Zone	Asia/Dushanbe	5:00	1:00	%z	1991 Sep  9  2:00s		
Zone	Asia/Dushanbe	5:00	-	%z			
Zone	Asia/Bangkok	6:42:04	-	LMT	1880		
Zone	Asia/Bangkok	6:42:04	-	BMT	1920 Apr 	 Bangkok Mean Time	
Zone	Asia/Bangkok	7:00	-	%z			
Zone	Asia/Ashgabat	3:53:32	-	LMT	1924 May  2 	 or Ashkhabad	
Zone	Asia/Ashgabat	4:00	-	%z	1930 Jun 21		
Zone	Asia/Ashgabat	5:00	RussiaAsia	%z	1991 Mar 31  2:00		
Zone	Asia/Ashgabat	4:00	RussiaAsia	%z	1992 Jan 19  2:00		
Zone	Asia/Ashgabat	5:00	-	%z			
Zone	Asia/Dubai	3:41:12	-	LMT	1920		
Zone	Asia/Dubai	4:00	-	%z			
Zone	Asia/Samarkand	4:27:53	-	LMT	1924 May  2		
Zone	Asia/Samarkand	4:00	-	%z	1930 Jun 21		
Zone	Asia/Samarkand	5:00	-	%z	1981 Apr  1		
Zone	Asia/Samarkand	5:00	1:00	%z	1981 Oct  1		
Zone	Asia/Samarkand	6:00	-	%z	1982 Apr  1		
Zone	Asia/Samarkand	5:00	RussiaAsia	%z	1992		
Zone	Asia/Samarkand	5:00	-	%z			
Zone	Asia/Tashkent	4:37:11	-	LMT	1924 May  2		
Zone	Asia/Tashkent	5:00	-	%z	1930 Jun 21		
Zone	Asia/Tashkent	6:00	RussiaAsia	%z	1991 Mar 31  2:00		
Zone	Asia/Tashkent	5:00	RussiaAsia	%z	1992		
Zone	Asia/Tashkent	5:00	-	%z			
Zone	Asia/Ho_Chi_Minh	7:06:30	-	LMT	1906 Jul  1		
Zone	Asia/Ho_Chi_Minh	7:06:30	-	PLMT	1911 May  1 	 Phù Li?n MT	
Zone	Asia/Ho_Chi_Minh	7:00	-	%z	1942 Dec 31 23:00		
Zone	Asia/Ho_Chi_Minh	8:00	-	%z	1945 Mar 14 23:00		
Zone	Asia/Ho_Chi_Minh	9:00	-	%z	1945 Sep  1 24:00		
Zone	Asia/Ho_Chi_Minh	7:00	-	%z	1947 Apr  1		
Zone	Asia/Ho_Chi_Minh	8:00	-	%z	1955 Jul  1 01:00		
Zone	Asia/Ho_Chi_Minh	7:00	-	%z	1959 Dec 31 23:00		
Zone	Asia/Ho_Chi_Minh	8:00	-	%z	1975 Jun 13		
Zone	Asia/Ho_Chi_Minh	7:00	-	%z			
Zone	Australia/Darwin	8:43:20	-	LMT	1895 Feb		
Zone	Australia/Darwin	9:00	-	ACST	1899 May		
Zone	Australia/Darwin	9:30	Aus	AC%sT			
Zone	Australia/Perth	7:43:24	-	LMT	1895 Dec		
Zone	Australia/Perth	8:00	Aus	AW%sT	1943 Jul		
Zone	Australia/Perth	8:00	AW	AW%sT			
Zone	Australia/Eucla	8:35:28	-	LMT	1895 Dec		
Zone	Australia/Eucla	8:45	Aus	%z	1943 Jul		
Zone	Australia/Eucla	8:45	AW	%z			
Zone	Australia/Brisbane	10:12:08	-	LMT	1895		
Zone	Australia/Brisbane	10:00	Aus	AE%sT	1971		
Zone	Australia/Brisbane	10:00	AQ	AE%sT			
Zone	Australia/Lindeman	9:55:56	-	LMT	1895		
Zone	Australia/Lindeman	10:00	Aus	AE%sT	1971		
Zone	Australia/Lindeman	10:00	AQ	AE%sT	1992 Jul		
Zone	Australia/Lindeman	10:00	Holiday	AE%sT			
Zone	Australia/Adelaide	9:14:20	-	LMT	1895 Feb		
Zone	Australia/Adelaide	9:00	-	ACST	1899 May		
Zone	Australia/Adelaide	9:30	Aus	AC%sT	1971		
Zone	Australia/Adelaide	9:30	AS	AC%sT			
Zone	Australia/Hobart	9:49:16	-	LMT	1895 Sep		
Zone	Australia/Hobart	10:00	AT	AE%sT	1919 Oct 24		
Zone	Australia/Hobart	10:00	Aus	AE%sT	1967		
Zone	Australia/Hobart	10:00	AT	AE%sT			
Zone	Australia/Melbourne	9:39:52	-	LMT	1895 Feb		
Zone	Australia/Melbourne	10:00	Aus	AE%sT	1971		
Zone	Australia/Melbourne	10:00	AV	AE%sT			
Zone	Australia/Sydney	10:04:52	-	LMT	1895 Feb		
Zone	Australia/Sydney	10:00	Aus	AE%sT	1971		
Zone	Australia/Sydney	10:00	AN	AE%sT			
Zone	Australia/Broken_Hill	9:25:48	-	LMT	1895 Feb		
Zone	Australia/Broken_Hill	10:00	-	AEST	1896 Aug 23		
Zone	Australia/Broken_Hill	9:00	-	ACST	1899 May		
Zone	Australia/Broken_Hill	9:30	Aus	AC%sT	1971		
Zone	Australia/Broken_Hill	9:30	AN	AC%sT	2000		
Zone	Australia/Broken_Hill	9:30	AS	AC%sT			
Zone	Australia/Lord_Howe	10:36:20	-	LMT	1895 Feb		
Zone	Australia/Lord_Howe	10:00	-	AEST	1981 Mar		
Zone	Australia/Lord_Howe	10:30	LH	%z	1985 Jul		
Zone	Australia/Lord_Howe	10:30	LH	%z			
Zone	Antarctica/Macquarie	0	-	0	1899 Nov		
Zone	Antarctica/Macquarie	10:00	-	AEST	1916 Oct  1  2:00		
Zone	Antarctica/Macquarie	10:00	1:00	AEDT	1917 Feb		
Zone	Antarctica/Macquarie	10:00	Aus	AE%sT	1919 Apr  1  0:00s		
Zone	Antarctica/Macquarie	0	-	0	1948 Mar 25		
Zone	Antarctica/Macquarie	10:00	Aus	AE%sT	1967		
Zone	Antarctica/Macquarie	10:00	AT	AE%sT	2010		
Zone	Antarctica/Macquarie	10:00	1:00	AEDT	2011		
Zone	Antarctica/Macquarie	10:00	AT	AE%sT			
Zone	Pacific/Fiji	11:55:44	-	LMT	1915 Oct 26 	 Suva	
Zone	Pacific/Fiji	12:00	Fiji	%z			
Zone	Pacific/Gambier	-8:59:48	-	LMT	1912 Oct  1 	 Rikitea	
Zone	Pacific/Gambier	-9:00	-	%z			
Zone	Pacific/Marquesas	-9:18:00	-	LMT	1912 Oct  1		
Zone	Pacific/Marquesas	#VALUE!	-	%z			
Zone	Pacific/Tahiti	-9:58:16	-	LMT	1912 Oct  1 	 Papeete	
Zone	Pacific/Tahiti	-10:00	-	%z			
Zone	Pacific/Guam	-14:21:00	-	LMT	1844 Dec 31		
Zone	Pacific/Guam	9:39:00	-	LMT	1901	 Agana	
Zone	Pacific/Guam	10:00	-	GST	1941 Dec 10 	 Guam	
Zone	Pacific/Guam	9:00	-	%z	1944 Jul 31		
Zone	Pacific/Guam	10:00	Guam	G%sT	2000 Dec 23		
Zone	Pacific/Guam	10:00	-	ChST			
Zone	Pacific/Tarawa	11:32:04	-	LMT	1901	 Bairiki	
Zone	Pacific/Tarawa	12:00	-	%z			
Zone	Pacific/Kanton	0	-	0	1937 Aug 31		
Zone	Pacific/Kanton	-12:00	-	%z	1979 Oct		
Zone	Pacific/Kanton	-11:00	-	%z	1994 Dec 31		
Zone	Pacific/Kanton	13:00	-	%z			
Zone	Pacific/Kiritimati	-10:29:20	-	LMT	1901		
Zone	Pacific/Kiritimati	#VALUE!	-	%z	1979 Oct		
Zone	Pacific/Kiritimati	-10:00	-	%z	1994 Dec 31		
Zone	Pacific/Kiritimati	14:00	-	%z			
Zone	Pacific/Kwajalein	11:09:20	-	LMT	1901		
Zone	Pacific/Kwajalein	11:00	-	%z	1937		
Zone	Pacific/Kwajalein	10:00	-	%z	1941 Apr  1		
Zone	Pacific/Kwajalein	9:00	-	%z	1944 Feb  6		
Zone	Pacific/Kwajalein	11:00	-	%z	1969 Oct		
Zone	Pacific/Kwajalein	-12:00	-	%z	1993 Aug 20 24:00		
Zone	Pacific/Kwajalein	12:00	-	%z			
Zone	Pacific/Kosrae	-13:08:04	-	LMT	1844 Dec 31		
Zone	Pacific/Kosrae	10:51:56	-	LMT	1901		
Zone	Pacific/Kosrae	11:00	-	%z	1914 Oct		
Zone	Pacific/Kosrae	9:00	-	%z	1919 Feb  1		
Zone	Pacific/Kosrae	11:00	-	%z	1937		
Zone	Pacific/Kosrae	10:00	-	%z	1941 Apr  1		
Zone	Pacific/Kosrae	9:00	-	%z	1945 Aug		
Zone	Pacific/Kosrae	11:00	-	%z	1969 Oct		
Zone	Pacific/Kosrae	12:00	-	%z	1999		
Zone	Pacific/Kosrae	11:00	-	%z			
Zone	Pacific/Nauru	11:07:40	-	LMT	1921 Jan 15 	 Uaobe	
Zone	Pacific/Nauru	11:30	-	%z	1942 Aug 29		
Zone	Pacific/Nauru	9:00	-	%z	1945 Sep  8		
Zone	Pacific/Nauru	11:30	-	%z	1979 Feb 10  2:00		
Zone	Pacific/Nauru	12:00	-	%z			
Zone	Pacific/Noumea	11:05:48	-	LMT	1912 Jan 13 	 Nouméa	
Zone	Pacific/Noumea	11:00	NC	%z			
Zone	Pacific/Auckland	11:39:04	-	LMT	1868 Nov  2		
Zone	Pacific/Auckland	11:30	NZ	NZ%sT	1946 Jan  1		
Zone	Pacific/Auckland	12:00	NZ	NZ%sT			
Zone	Pacific/Chatham	12:13:48	-	LMT	1868 Nov  2		
Zone	Pacific/Chatham	12:15	-	%z	1946 Jan  1		
Zone	Pacific/Chatham	12:45	Chatham	%z			
Zone	Pacific/Rarotonga	13:20:56	-	LMT	1899 Dec 26 	 Avarua	
Zone	Pacific/Rarotonga	-10:39:04	-	LMT	1952 Oct 16		
Zone	Pacific/Rarotonga	#VALUE!	-	%z	1978 Nov 12		
Zone	Pacific/Rarotonga	-10:00	Cook	%z			
Zone	Pacific/Niue	-11:19:40	-	LMT	1952 Oct 16		 Alofi
Zone	Pacific/Niue	#VALUE!	-	%z	1964 Jul		
Zone	Pacific/Niue	-11:00	-	%z			
Zone	Pacific/Norfolk	11:11:52	-	LMT	1901	 Kingston	
Zone	Pacific/Norfolk	11:12	-	%z	1951		
Zone	Pacific/Norfolk	11:30	-	%z	1974 Oct 27 02:00s		
Zone	Pacific/Norfolk	11:30	1:00	%z	1975 Mar  2 02:00s		
Zone	Pacific/Norfolk	11:30	-	%z	2015 Oct  4 02:00s		
Zone	Pacific/Norfolk	11:00	-	%z	2019 Jul		
Zone	Pacific/Norfolk	11:00	AN	%z			
Zone	Pacific/Palau	-15:02:04	-	LMT	1844 Dec 31		 Koror
Zone	Pacific/Palau	8:57:56	-	LMT	1901		
Zone	Pacific/Palau	9:00	-	%z			
Zone	Pacific/Port_Moresby	9:48:40	-	LMT	1880		
Zone	Pacific/Port_Moresby	9:48:32	-	PMMT	1895	 Port Moresby Mean Time	
Zone	Pacific/Port_Moresby	10:00	-	%z			
Zone	Pacific/Bougainville	10:22:16	-	LMT	1880		
Zone	Pacific/Bougainville	9:48:32	-	PMMT	1895		
Zone	Pacific/Bougainville	10:00	-	%z	1942 Jul		
Zone	Pacific/Bougainville	9:00	-	%z	1945 Aug 21		
Zone	Pacific/Bougainville	10:00	-	%z	2014 Dec 28  2:00		
Zone	Pacific/Bougainville	11:00	-	%z			
Zone	Pacific/Pitcairn	-8:40:20	-	LMT	1901	 Adamstown	
Zone	Pacific/Pitcairn	#VALUE!	-	%z	1998 Apr 27  0:00		
Zone	Pacific/Pitcairn	-8:00	-	%z			
Zone	Pacific/Pago_Pago	12:37:12	-	LMT	1892 Jul  5		
Zone	Pacific/Pago_Pago	-11:22:48	-	LMT	1911		
Zone	Pacific/Pago_Pago	-11:00	-	SST			
Zone	Pacific/Apia	12:33:04	-	LMT	1892 Jul  5		
Zone	Pacific/Apia	-11:26:56	-	LMT	1911		
Zone	Pacific/Apia	#VALUE!	-	%z	1950		
Zone	Pacific/Apia	-11:00	WS	%z	2011 Dec 29 24:00		
Zone	Pacific/Apia	13:00	WS	%z			
Zone	Pacific/Guadalcanal	10:39:48	-	LMT	1912 Oct  1 	 Honiara	
Zone	Pacific/Guadalcanal	11:00	-	%z			
Zone	Pacific/Fakaofo	-11:24:56	-	LMT	1901		
Zone	Pacific/Fakaofo	-11:00	-	%z	2011 Dec 30		
Zone	Pacific/Fakaofo	13:00	-	%z			
Zone	Pacific/Tongatapu	12:19:12	-	LMT	1945 Sep 10		
Zone	Pacific/Tongatapu	12:20	-	%z	1961		
Zone	Pacific/Tongatapu	13:00	-	%z	1999		
Zone	Pacific/Tongatapu	13:00	Tonga	%z			
Zone	Pacific/Efate	11:13:16	-	LMT	1912 Jan 13 	 Vila	
Zone	Pacific/Efate	11:00	Vanuatu	%z			
Zone	Africa/Accra	-0:00:52	-	LMT	1915 Nov  2		
Zone	Africa/Accra	0:00	Ghana	%s	1942 Feb  8		
Zone	Africa/Accra	0:30	-	30	1946 Jan  6		
Zone	Africa/Accra	0:00	Ghana	%s			
Zone	Africa/Addis_Ababa	2:34:48	-	LMT	1870		
Zone	Africa/Addis_Ababa	2:35:20	-	ADMT	1936 May  5 	 Adis Dera MT	
Zone	Africa/Addis_Ababa	3:00	-	EAT			
Zone	Africa/Asmara	2:35:32	-	LMT	1870		
Zone	Africa/Asmara	2:35:32	-	AMT	1890	 Asmara Mean Time	
Zone	Africa/Asmara	2:35:20	-	ADMT	1936 May  5 	 Adis Dera MT	
Zone	Africa/Asmara	3:00	-	EAT			
Zone	Africa/Bamako	-0:32:00	-	LMT	1912		
Zone	Africa/Bamako	0:00	-	GMT	1934 Feb 26		
Zone	Africa/Bamako	-1:00	-	-1	1960 Jun 20		
Zone	Africa/Bamako	0:00	-	GMT			
Zone	Africa/Bangui	1:14:20	-	LMT	1912		
Zone	Africa/Bangui	1:00	-	WAT			
Zone	Africa/Banjul	-1:06:36	-	LMT	1912		
Zone	Africa/Banjul	-1:06:36	-	BMT	1933 Apr  1 	 Banjul Mean Time	
Zone	Africa/Banjul	-1:00	-	-1	1942 Feb  1  0:00		
Zone	Africa/Banjul	0:00	-	GMT			
Zone	Africa/Blantyre	2:20:00	-	LMT	1911 Jul 24		
Zone	Africa/Blantyre	2:21:10	-	ZMT	1914 Jun 30 	 Zomba Mean Time	
Zone	Africa/Blantyre	2:21	-	ZMT	1925 Jul  1		
Zone	Africa/Blantyre	2:00	-	CAT			
Zone	Africa/Brazzaville	1:01:08	-	LMT	1912		
Zone	Africa/Brazzaville	1:00	-	WAT			
Zone	Africa/Bujumbura	1:57:28	-	LMT	1890		
Zone	Africa/Bujumbura	2:00	-	CAT			
Zone	Africa/Conakry	-0:54:52	-	LMT	1912		
Zone	Africa/Conakry	0:00	-	GMT	1934 Feb 26		
Zone	Africa/Conakry	-1:00	-	-1	1960		
Zone	Africa/Conakry	0:00	-	GMT			
Zone	Africa/Dakar	-1:09:44	-	LMT	1912		
Zone	Africa/Dakar	-1:00	-	-1	1941 Jun		
Zone	Africa/Dakar	0:00	-	GMT			
Zone	Africa/Dar_es_Salaam	2:37:08	-	LMT	1931		
Zone	Africa/Dar_es_Salaam	3:00	-	EAT	1948		
Zone	Africa/Dar_es_Salaam	2:45	-	245	1961		
Zone	Africa/Dar_es_Salaam	3:00	-	EAT			
Zone	Africa/Djibouti	2:52:36	-	LMT	1911 Jul		
Zone	Africa/Djibouti	3:00	-	EAT			
Zone	Africa/Douala	0:38:48	-	LMT	1912		
Zone	Africa/Douala	1:00	-	WAT			
Zone	Africa/Freetown	-0:53:00	-	LMT	1882		
Zone	Africa/Freetown	-0:53:00	-	FMT	1913 Jul  1 	 Freetown MT	
Zone	Africa/Freetown	-1:00	SL	%s	1939 Sep  5		
Zone	Africa/Freetown	-1:00	-	-1	1941 Dec  6 24:00		
Zone	Africa/Freetown	0:00	-	GMT			
Zone	Africa/Gaborone	1:43:40	-	LMT	1885		
Zone	Africa/Gaborone	1:30	-	SAST	1903 Mar		
Zone	Africa/Gaborone	2:00	-	CAT	1943 Sep 19  2:00		
Zone	Africa/Gaborone	2:00	1:00	CAST	1944 Mar 19  2:00		
Zone	Africa/Gaborone	2:00	-	CAT			
Zone	Africa/Harare	2:04:12	-	LMT	1903 Mar		
Zone	Africa/Harare	2:00	-	CAT			
Zone	Africa/Kampala	2:09:40	-	LMT	1928 Jul		
Zone	Africa/Kampala	3:00	-	EAT	1930		
Zone	Africa/Kampala	2:30	-	230	1948		
Zone	Africa/Kampala	2:45	-	245	1957		
Zone	Africa/Kampala	3:00	-	EAT			
Zone	Africa/Kigali	2:00:16	-	LMT	1935 Jun		
Zone	Africa/Kigali	2:00	-	CAT			
Zone	Africa/Kinshasa	1:01:12	-	LMT	1897 Nov  9		
Zone	Africa/Kinshasa	1:00	-	WAT			
Zone	Africa/Libreville	0:37:48	-	LMT	1912		
Zone	Africa/Libreville	1:00	-	WAT			
Zone	Africa/Lome	0:04:52	-	LMT	1893		
Zone	Africa/Lome	0:00	-	GMT			
Zone	Africa/Luanda	0:52:56	-	LMT	1892		
Zone	Africa/Luanda	0:52:04	-	LMT	1911 Dec 31 23:00u 	 Luanda MT?	
Zone	Africa/Luanda	1:00	-	WAT			
Zone	Africa/Lubumbashi	1:49:52	-	LMT	1897 Nov  9		
Zone	Africa/Lubumbashi	1:00	-	WAT	1920 Apr 25		
Zone	Africa/Lubumbashi	2:00	-	CAT			
Zone	Africa/Lusaka	1:53:08	-	LMT	1903 Mar		
Zone	Africa/Lusaka	2:00	-	CAT			
Zone	Africa/Malabo	0:35:08	-	LMT	1912		
Zone	Africa/Malabo	0:00	-	GMT	1963 Dec 15		
Zone	Africa/Malabo	1:00	-	WAT			
Zone	Africa/Maseru	1:50:00	-	LMT	1903 Mar		
Zone	Africa/Maseru	2:00	-	SAST	1943 Sep 19  2:00		
Zone	Africa/Maseru	2:00	1:00	SAST	1944 Mar 19  2:00		
Zone	Africa/Maseru	2:00	-	SAST			
Zone	Africa/Mbabane	2:04:24	-	LMT	1903 Mar		
Zone	Africa/Mbabane	2:00	-	SAST			
Zone	Africa/Mogadishu	3:01:28	-	LMT	1893 Nov		
Zone	Africa/Mogadishu	3:00	-	EAT	1931		
Zone	Africa/Mogadishu	2:30	-	230	1957		
Zone	Africa/Mogadishu	3:00	-	EAT			
Zone	Africa/Niamey	0:08:28	-	LMT	1912		
Zone	Africa/Niamey	-1:00	-	-1	1934 Feb 26		
Zone	Africa/Niamey	0:00	-	GMT	1960		
Zone	Africa/Niamey	1:00	-	WAT			
Zone	Africa/Nouakchott	-1:03:48	-	LMT	1912		
Zone	Africa/Nouakchott	0:00	-	GMT	1934 Feb 26		
Zone	Africa/Nouakchott	-1:00	-	-1	1960 Nov 28		
Zone	Africa/Nouakchott	0:00	-	GMT			
Zone	Africa/Ouagadougou	-0:06:04	-	LMT	1912		
Zone	Africa/Ouagadougou	0:00	-	GMT			
Zone	Africa/Porto-Novo	0:10:28	-	LMT	1912 Jan  1		
Zone	Africa/Porto-Novo	0:00	-	GMT	1934 Feb 26		
Zone	Africa/Porto-Novo	1:00	-	WAT			
Zone	Africa/Timbuktu	-0:12:04	-	LMT	1912		
Zone	Africa/Timbuktu	0:00	-	GMT			
Zone	America/Anguilla	-4:12:16	-	LMT	1912 Mar  2		
Zone	America/Anguilla	-4:00	-	AST			
Zone	America/Antigua	-4:07:12	-	LMT	1912 Mar 2		
Zone	America/Antigua	-5:00	-	EST	1951		
Zone	America/Antigua	-4:00	-	AST			
Zone	America/Argentina/ComodRivadavia	-4:30:00	-	LMT	1894 Oct 31		
Zone	America/Argentina/ComodRivadavia	-4:16:48	-	CMT	1920 May		
Zone	America/Argentina/ComodRivadavia	-4:00	-	-4	1930 Dec		
Zone	America/Argentina/ComodRivadavia	-4:00	Arg	1.333333333	1969 Oct  5		
Zone	America/Argentina/ComodRivadavia	-3:00	Arg	1.5	1991 Mar  3		
Zone	America/Argentina/ComodRivadavia	-4:00	-	-4	1991 Oct 20		
Zone	America/Argentina/ComodRivadavia	-3:00	Arg	1.5	1999 Oct  3		
Zone	America/Argentina/ComodRivadavia	-4:00	Arg	1.333333333	2000 Mar  3		
Zone	America/Argentina/ComodRivadavia	-3:00	-	-3	2004 Jun  1		
Zone	America/Argentina/ComodRivadavia	-4:00	-	-4	2004 Jun 20		
Zone	America/Argentina/ComodRivadavia	-3:00	-	-3			
Zone	America/Aruba	-4:40:24	-	LMT	1912 Feb 12 	 Oranjestad	
Zone	America/Aruba	#VALUE!	-	-430	1965		
Zone	America/Aruba	-4:00	-	AST			
Zone	America/Atikokan	-6:06:28	-	LMT	1895		
Zone	America/Atikokan	-6:00	Canada	C%sT	1940 Sep 29		
Zone	America/Atikokan	-6:00	1:00	CDT	1942 Feb  9  2:00s		
Zone	America/Atikokan	-6:00	Canada	C%sT	1945 Sep 30  2:00		
Zone	America/Atikokan	-5:00	-	EST			
Zone	America/Blanc-Sablon	-3:48:28	-	LMT	1884		
Zone	America/Blanc-Sablon	-4:00	Canada	A%sT	1970		
Zone	America/Blanc-Sablon	-4:00	-	AST			
Zone	America/Cayman	-5:25:32	-	LMT	1890	 Georgetown	
Zone	America/Cayman	-5:07:10	-	KMT	1912 Feb 	 Kingston Mean Time	
Zone	America/Cayman	-5:00	-	EST			
Zone	America/Coral_Harbour	-5:32:40	-	LMT	1884		
Zone	America/Coral_Harbour	-5:00	NT_YK	E%sT	1946		
Zone	America/Coral_Harbour	-5:00	-	EST			
Zone	America/Creston	-7:46:04	-	LMT	1884		
Zone	America/Creston	-7:00	-	MST	1916 Oct 1		
Zone	America/Creston	-8:00	-	PST	1918 Jun 2		
Zone	America/Creston	-7:00	-	MST			
Zone	America/Curacao	-4:35:47	-	LMT	1912 Feb 12 	 Willemstad	
Zone	America/Curacao	#VALUE!	-	-430	1965		
Zone	America/Curacao	-4:00	-	AST			
Zone	America/Dominica	-4:05:36	-	LMT	1911 Jul  1  0:01 	 Roseau	
Zone	America/Dominica	-4:00	-	AST			
Zone	America/Ensenada	-7:46:28	-	LMT	1922 Jan  1  0:13:32		
Zone	America/Ensenada	-8:00	-	PST	1927 Jun 10 23:00		
Zone	America/Ensenada	-7:00	-	MST	1930 Nov 16		
Zone	America/Ensenada	-8:00	-	PST	1942 Apr		
Zone	America/Ensenada	-7:00	-	MST	1949 Jan 14		
Zone	America/Ensenada	-8:00	-	PST	1996		
Zone	America/Ensenada	-8:00	Mexico	P%sT			
Zone	America/Grenada	-4:07:00	-	LMT	1911 Jul 	 St George's	
Zone	America/Grenada	-4:00	-	AST			
Zone	America/Guadeloupe	-4:06:08	-	LMT	1911 Jun  8 	 Pointe-à-Pitre	
Zone	America/Guadeloupe	-4:00	-	AST			
Zone	America/Montreal	-4:54:16	-	LMT	1884		
Zone	America/Montreal	-5:00	Mont	E%sT	1918		
Zone	America/Montreal	-5:00	Canada	E%sT	1919		
Zone	America/Montreal	-5:00	Mont	E%sT	1942 Feb  9  2:00s		
Zone	America/Montreal	-5:00	Canada	E%sT	1946		
Zone	America/Montreal	-5:00	Mont	E%sT	1974		
Zone	America/Montreal	-5:00	Canada	E%sT			
Zone	America/Montserrat	-4:08:52	-	LMT	1911 Jul  1  0:01 	 Cork Hill	
Zone	America/Montserrat	-4:00	-	AST			
Zone	America/Nassau	-5:09:30	-	LMT	1912 Mar 2		
Zone	America/Nassau	-5:00	Bahamas	E%sT	1976		
Zone	America/Nassau	-5:00	US	E%sT			
Zone	America/Nipigon	-5:53:04	-	LMT	1895		
Zone	America/Nipigon	-5:00	Canada	E%sT	1940 Sep 29		
Zone	America/Nipigon	-5:00	1:00	EDT	1942 Feb  9  2:00s		
Zone	America/Nipigon	-5:00	Canada	E%sT			
Zone	America/Pangnirtung	0	-	0	1921	 trading post est.	
Zone	America/Pangnirtung	-5:00	NT_YK	E%sT	1999 Oct 31  2:00		
Zone	America/Pangnirtung	-6:00	Canada	C%sT	2000 Oct 29  2:00		
Zone	America/Pangnirtung	-5:00	Canada	E%sT			
Zone	America/Port_of_Spain	-4:06:04	-	LMT	1912 Mar 2		
Zone	America/Port_of_Spain	-4:00	-	AST			
Zone	America/Rainy_River	-6:18:16	-	LMT	1895		
Zone	America/Rainy_River	-6:00	Canada	C%sT	1940 Sep 29		
Zone	America/Rainy_River	-6:00	1:00	CDT	1942 Feb  9  2:00s		
Zone	America/Rainy_River	-6:00	Canada	C%sT			
Zone	America/Rosario	-4:02:40	-	LMT	1894 Nov		
Zone	America/Rosario	-4:16:44	-	CMT	1920 May		
Zone	America/Rosario	-4:00	-	-4	1930 Dec		
Zone	America/Rosario	-4:00	Arg	1.333333333	1969 Oct  5		
Zone	America/Rosario	-3:00	Arg	1.5	1991 Jul		
Zone	America/Rosario	-3:00	-	-3	1999 Oct  3  0:00		
Zone	America/Rosario	-4:00	Arg	1.333333333	2000 Mar  3  0:00		
Zone	America/Rosario	-3:00	-	-3			
Zone	America/St_Kitts	-4:10:52	-	LMT	1912 Mar  2 	 Basseterre	
Zone	America/St_Kitts	-4:00	-	AST			
Zone	America/St_Lucia	-4:04:00	-	LMT	1890	 Castries	
Zone	America/St_Lucia	-4:04:00	-	CMT	1912	 Castries Mean Time	
Zone	America/St_Lucia	-4:00	-	AST			
Zone	America/St_Thomas	-4:19:44	-	LMT	1911 Jul 	 Charlotte Amalie	
Zone	America/St_Thomas	-4:00	-	AST			
Zone	America/St_Vincent	-4:04:56	-	LMT	1890	 Kingstown	
Zone	America/St_Vincent	-4:04:56	-	KMT	1912	 Kingstown Mean Time	
Zone	America/St_Vincent	-4:00	-	AST			
Zone	America/Thunder_Bay	-5:57:00	-	LMT	1895		
Zone	America/Thunder_Bay	-6:00	-	CST	1910		
Zone	America/Thunder_Bay	-5:00	-	EST	1942		
Zone	America/Thunder_Bay	-5:00	Canada	E%sT	1970		
Zone	America/Thunder_Bay	-5:00	Toronto	E%sT	1974		
Zone	America/Thunder_Bay	-5:00	Canada	E%sT			
Zone	America/Tortola	-4:18:28	-	LMT	1911 Jul 	 Road Town	
Zone	America/Tortola	-4:00	-	AST			
Zone	America/Yellowknife	0	-	0	1935	 Yellowknife founded?	
Zone	America/Yellowknife	-7:00	NT_YK	M%sT	1980		
Zone	America/Yellowknife	-7:00	Canada	M%sT			
Zone	Antarctica/DumontDUrville	0	-	0	1947		
Zone	Antarctica/DumontDUrville	10:00	-	10	1952 Jan 14		
Zone	Antarctica/DumontDUrville	0	-	0	1956 Nov		
Zone	Antarctica/DumontDUrville	10:00	-	10			
Zone	Antarctica/McMurdo	0	-	0	1956		
Zone	Antarctica/McMurdo	12:00	NZ	NZ%sT			
Zone	Antarctica/Syowa	0	-	0	1957 Jan 29		
Zone	Antarctica/Syowa	3:00	-	3			
Zone	Asia/Aden	2:59:54	-	LMT	1950		
Zone	Asia/Aden	3:00	-	3			
Zone	Asia/Bahrain	3:22:20	-	LMT	1941 Jul 20  	 Manamah	
Zone	Asia/Bahrain	3:30	-	330	1944 Jan  1		
Zone	Asia/Bahrain	4:00	-	4	1972 Jun		
Zone	Asia/Bahrain	3:00	-	3			
Zone	Asia/Brunei	7:39:40	-	LMT	1926 Mar 	 Bandar Seri Begawan	
Zone	Asia/Brunei	7:30	-	730	1933		
Zone	Asia/Brunei	8:00	-	8			
Zone	Asia/Chongqing	7:06:20	-	LMT	1928	 or Chungking	
Zone	Asia/Chongqing	7:00	-	7	1980 May		
Zone	Asia/Chongqing	8:00	PRC	C%sT			
Zone	Asia/Hanoi	7:03:24	-	LMT	1906 Jul  1		
Zone	Asia/Hanoi	7:06:30	-	PLMT	1911 May  1		
Zone	Asia/Hanoi	7:00	-	7	1942 Dec 31 23:00		
Zone	Asia/Hanoi	8:00	-	8	1945 Mar 14 23:00		
